,userid
26555,198083088
26557,202846415
26558,141034426
26559,180780478
26560,251419651
26561,169560266
26564,299223802
26565,219195098
26566,173739924
26567,278280460
26568,257177611
26569,170568173
26574,305808638
26576,56256991
26577,307239317
26578,158267574
26579,112590296
26580,115003799
26582,157397663
26584,298519243
26585,174813416
26586,149318464
26587,298979438
26588,141037251
26589,154406815
26590,246056879
26592,166705920
26593,212521878
26594,209729995
26595,143459727
26596,139352395
26601,204061484
26602,241514787
26603,114332337
26605,301189920
26606,200951504
26607,146711832
26608,205793409
26609,228972514
26610,206599635
26611,157333988
26612,188401469
26613,171427260
26614,303426048
26615,309228590
26616,118988066
26617,203831787
26618,117724509
26619,165031107
26620,149529833
26621,245587117
26622,241671581
26623,125191585
26624,165025638
26625,301568811
26628,217268143
26629,252016836
26630,169218314
26631,155182551
26632,123422108
26633,277834336
26634,186504598
26635,245353969
26636,178256532
26637,187642265
26638,196256646
26639,203450693
26640,178761785
26641,172941662
26642,239735733
26643,205641661
26644,112134832
26645,249968452
26646,173846745
26647,180662971
26648,166008897
26649,142040835
26650,296345822
26651,138618447
26652,139481298
26653,281398000
26654,171681316
26655,128279487
26656,168598497
26658,153541594
26659,140236312
26660,296283194
26661,230739567
26662,253421464
26663,222397825
26664,168094655
26665,308161513
26678,169851136
26684,95996939
26692,193987636
26693,170329549
26709,88759352
26713,184858116
26723,124525404
26729,106340092
26735,96355913
26741,158876958
26743,198605042
26748,94675519
26749,191377488
26751,98663937
26755,142591675
26756,194872360
26757,244335912
26766,197894945
26787,259934836
26789,110150300
26797,211315837
26802,63808332
26803,237857246
26809,74897172
26811,158510672
26812,196188671
26817,132732817
26838,70737757
26846,193025628
26854,248757796
26858,167749301
26863,217779981
26872,236434806
26873,225434610
26876,274261412
26886,273416560
26889,287713950
26894,187062190
26903,200517250
26917,176563564
26919,255333449
26921,157885152
26922,241462110
26923,306162738
26926,231042734
26928,227282237
26931,143156437
26932,83928705
26933,226261535
26934,140178954
26935,240448703
26936,234459658
26937,250736247
26941,170693945
26942,153835752
26944,251567913
26945,280819916
26948,127697304
26950,240416489
26953,46179654
26954,110650041
26955,139171297
26959,126339247
26960,193349394
26962,153382649
26964,75864605
26965,206088606
26966,269708364
26968,243309251
26977,202160057
26978,231964178
26979,282998252
26981,172795625
26984,102866858
26985,192742937
26986,208038249
26987,192334796
26988,306375195
26989,163922403
26990,147402762
26991,225110915
26992,161772384
26993,243559317
26994,198100987
26995,223774670
26996,154275055
26998,140385853
26999,133990456
27000,255214547
27002,302365287
27003,148932080
27004,183376463
27005,179733218
27006,217441163
27007,120853104
27008,155249913
27009,252217917
27011,240563783
27012,299884217
27014,179912213
27015,211920439
27016,184592379
27017,195594316
27018,210965509
27019,130452748
27020,205466848
27022,126622399
27023,278505070
27024,281157668
27025,170188540
27026,163275488
27027,158005818
27030,141493630
27032,209258544
27033,138695230
27034,211710590
27035,195611290
27036,206350236
27037,189459679
27038,217259835
27040,85018813
27042,216505571
27044,309404240
27045,293978986
27046,258478416
27048,219230362
27051,268640464
27053,281406000
27060,191244808
27071,205343727
27072,249626280
27074,300534109
27075,132191842
27076,110174573
27077,130931340
27082,120668831
27084,306931395
27085,303918601
27087,104198014
27090,302166520
27092,137747562
27096,209000748
27098,296769824
27102,183983684
27107,131732878
27108,287824954
27109,117573012
27111,82688906
27112,127724511
27117,119971648
27118,233209749
27119,138110654
27120,244294064
27122,122824133
27123,297043863
27124,306547522
27125,160937329
27128,174874492
27130,124739366
27131,173606939
27132,134832575
27133,176643508
27135,291478350
27136,83878895
27138,304107339
27140,297099122
27141,246471439
27143,257989791
27144,242886720
27146,175087399
27149,200574126
27153,300412433
27154,220695363
27156,111953639
27157,185174122
27158,247443969
27160,165188589
27161,308691324
27162,121796986
27167,293691139
27182,235239851
27185,160469883
27195,228045441
27198,52545855
27205,186310598
27209,94019469
27212,179390131
27223,251732117
27236,185743629
27242,76404223
27255,212751581
27264,264816680
27266,156619742
27273,195403462
27276,177976130
27278,230104818
27299,150991587
27309,131023125
27322,142388676
27324,101897182
27325,200912155
27326,141774640
27329,262326400
27330,229516311
27342,176967288
27356,84026704
27363,280457098
27367,90277291
27369,293101422
27371,290582378
27376,204459221
27380,197279094
27382,107131506
27384,103963922
27386,106806354
27388,69946630
27389,86779448
27395,214388411
27400,221315846
27403,205881130
27404,131377772
27405,294201005
27410,122189475
27411,204041850
27416,128653133
27423,222259537
27426,208464394
27436,309265377
27438,242694628
27465,130882834
27473,65895047
27477,142754561
27494,200471514
27520,98314911
27526,151943497
27541,109373866
27547,216217925
27550,161657866
27555,196707355
27556,121291260
27558,243801291
27563,308695132
27569,177963795
27574,233408698
27597,168163793
27599,200175559
27608,239433762
27609,300655945
27614,281864662
27616,257200031
27626,293303005
27633,201122970
27637,193545615
27649,143124637
27657,118894547
27661,46534663
27663,194629782
27667,153945772
27670,201600354
27676,180836607
27677,96723015
27681,124566319
27683,104470331
27687,272499996
27690,229556803
27691,200857908
27692,133402780
27693,300292281
27694,58882137
27695,78335076
27696,266367020
27697,302363079
27699,56002861
27701,93021129
27702,305993961
27705,252963100
27707,85968997
27708,164948794
27709,244193381
27710,120405554
27711,221432905
27714,87938922
27715,101597552
27716,115358376
27717,84555487
27718,203735948
27719,225512626
27721,239449577
27722,192274690
27723,112944877
27726,297391224
27727,182478684
27728,172766915
27731,216029829
27732,281985866
27734,141950398
27736,217099682
27742,128335681
27751,141773234
27755,107652130
27757,209219032
27761,110268888
27763,267633580
27764,123397302
27765,104826174
27766,248076396
27775,104198851
27779,135277795
27783,98796965
27786,149368095
27787,146355606
27788,223181037
27792,86239250
27793,113771004
27794,257108952
27797,208061820
27800,157109900
27802,266479412
27811,150793375
27813,256980620
27819,279552440
27821,162086115
27823,240482294
27824,198621754
27825,292989657
27826,308925132
27827,192822732
27828,177362386
27829,181070203
27830,108241539
27836,274581452
27843,225178605
27845,161117453
27846,262487872
27850,93301496
27851,155155363
27852,230625129
27854,129177552
27855,258553583
27856,144900175
27857,152945749
27858,153281729
27859,212082446
27860,210411109
27861,188366796
27862,256436660
27864,121808566
27865,263171804
27867,176414861
27869,237578633
27870,161811523
27873,192429833
27874,227047211
27876,207319056
27879,187877855
27880,240948167
27883,218938553
27884,106014415
27885,209025362
27887,153434378
27888,257934949
27889,131533123
27892,121154091
27895,188665937
27896,283710888
27897,212502033
27901,220235189
27904,185247516
27905,97551807
27906,112700700
27909,284526944
27910,205439135
27912,162894582
27914,119430691
27916,263470824
27918,250549171
27919,236068797
27920,149931915
27921,205392512
27922,125016435
27923,106042595
27924,189957616
27925,169183481
27928,266278004
27931,216487495
27933,145132643
27934,127894126
27937,114751336
27938,260455932
27940,146567789
27941,97006419
27942,71574303
27943,226597231
27945,255730460
27955,227783598
27960,169953184
27961,183804269
27963,98951804
27964,230161291
27965,282529842
27966,308378702
27968,186969279
27970,186517004
27976,278825568
27977,123988363
27978,138010203
27982,277408896
27985,230405922
27987,148246305
27988,151353081
27989,213793062
27991,172452539
27994,233407123
27995,294155812
27999,162894458
28000,152375240
28001,189377245
28002,168985094
28003,297536213
28004,290948882
28007,87686595
28010,83758687
28017,202366002
28018,165192959
28019,114287682
28020,208664547
28021,158481852
28022,185613296
28023,30432648
28025,97951693
28026,191905471
28027,120955239
28030,117312360
28031,88139607
28032,281846414
28033,43565258
28034,57223013
28036,150144638
28039,299797806
28040,270303324
28043,237475162
28044,131296919
28045,99704390
28046,111313670
28047,183235801
28049,282755920
28050,279487658
28051,192997918
28061,283212746
28071,81537102
28075,112504953
28077,143669656
28078,135156563
28081,91828380
28084,98102518
28092,206155181
28101,304908910
28102,271146672
28105,161309693
28106,280275540
28107,101641872
28108,144103384
28109,179267280
28111,167343650
28113,196677424
28117,203114983
28120,158265363
28122,162479816
28139,161361254
28140,202894728
28146,257422299
28148,220568686
28149,271938268
28156,258248895
28160,276028696
28170,301004831
28175,135957644
28176,107475554
28177,233013810
28179,110304598
28181,256927813
28185,275889776
28186,120171057
28190,219435905
28192,102606653
28194,225176638
28197,187755082
28199,298493475
28201,301733532
28205,169845810
28207,212149210
28208,113910653
28214,72717958
28216,154683982
28222,156896203
28225,96057546
28229,93724705
28235,106387489
28237,103604903
28243,105186824
28244,104802064
28245,225982565
28246,145869570
28247,101638181
28248,124429562
28250,195006426
28257,210212891
28259,89202773
28262,85160742
28266,218585765
28269,112532182
28273,306041509
28274,224940599
28275,160806303
28276,236715286
28278,168201193
28279,251540148
28281,165906966
28282,187356339
28283,240135073
28284,298360007
28285,162298430
28287,233218574
28288,107841348
28290,83867981
28291,221316926
28292,308880998
28303,193076632
28305,124707605
28315,258785172
28316,100168166
28320,177507986
28321,86168617
28324,192703190
28325,189129966
28327,134274586
28328,75366244
28329,86476768
28332,162809784
28335,89531096
28336,281824528
28337,109323647
28340,247853623
28341,162985705
28342,192931464
28345,166439004
28346,290991390
28347,215571763
28348,167879489
28349,140757969
28350,245304695
28351,202586399
28354,197293813
28355,107950496
28356,141701102
28357,139404987
28358,212157817
28360,244847464
28361,180210327
28362,191677626
28363,212887873
28367,303456254
28368,133534893
28369,182825830
28370,198918504
28372,205791817
28373,181850506
28379,218053609
28380,194885661
28381,181831792
28383,299124379
28384,99074324
28385,139706897
28386,298179648
28387,249507435
28390,140440551
28391,173344308
28392,178701168
28393,122226149
28394,224777493
28395,190623779
28396,230404323
28397,78079492
28399,207175903
28401,126756731
28403,163293998
28404,68597425
28405,125895194
28407,164643993
28408,215589538
28410,219339286
28411,211180419
28412,167741133
28413,78690485
28414,208251718
28415,114758044
28416,214010366
28417,183619588
28419,186011357
28420,164733781
28421,196586255
28422,139389564
28423,113661299
28424,260149777
28426,168365851
28429,179938717
28431,205919571
28434,91881892
28436,126290232
28438,257044655
28440,140725417
28441,82268005
28442,197999509
28443,197579025
28444,157860100
28446,221886106
28447,308202228
28448,137588719
28449,176177828
28452,214662737
28453,169225463
28454,150746659
28456,228475217
28457,110776325
28458,181000177
28459,176411103
28460,170912768
28464,176306969
28465,186766395
28467,154787874
28470,182326985
28471,228649481
28475,108493237
28476,270806652
28479,127693647
28480,166374827
28481,113557230
28482,98380332
28486,170711828
28487,160831523
28493,187731882
28496,112474535
28497,114872913
28499,87223060
28500,169254022
28502,293312087
28506,209830063
28507,218121619
28510,175675929
28512,106966738
28514,198328209
28518,235658693
28520,126120127
28521,110967402
28524,169244260
28526,177494738
28528,112774446
28530,175794402
28531,96694736
28532,152310454
28534,110840027
28535,96435667
28536,187965381
28539,88463863
28540,200083632
28541,149032069
28546,173791228
28549,231406506
28555,129704982
28556,121383308
28558,209131025
28559,180648547
28560,188448131
28561,236374587
28562,147498227
28564,209043288
28565,155794117
28566,140580839
28567,185518356
28568,142215487
28576,180835471
28577,239397486
28578,141892155
28579,120606442
28580,194111617
28581,193671011
28583,97597061
28584,256920108
28585,134930004
28586,215911849
28590,116620161
28592,113570611
28596,73457750
28597,133215334
28599,181628052
28601,177804968
28602,185903029
28606,111091837
28608,249126165
28611,188167163
28620,308770654
28621,189272257
28622,153197178
28623,214018797
28624,205897821
28625,187056940
28627,201443705
28628,241770928
28631,173931686
28632,218779858
28633,139901528
28636,252012035
28637,85009082
28638,168882105
28650,238700575
28654,245621941
28657,279166226
28659,280363186
28664,236596014
28667,240401181
28673,239305859
28677,92299170
28679,189246258
28680,102111851
28681,278609380
28682,295084996
28684,68559540
28685,233479846
28686,183760110
28687,279317380
28688,204631355
28690,258806371
28692,263759304
28694,115160797
28695,259528031
28698,77903318
28699,298431593
28702,122189133
28703,127974833
28705,141003701
28706,147750440
28707,169517382
28708,106797670
28709,197262235
28710,169506270
28714,200750585
28716,254250501
28718,235788745
28725,144665493
28726,135414002
28732,129585692
28733,54097980
28736,148327615
28741,63291011
28775,239299518
28790,216154835
28797,230235878
28808,266736356
28820,189417273
28824,157141574
28827,168754318
28847,118721220
28851,130470206
28853,259591984
28859,247673871
28876,281084246
28877,124777563
28878,286701848
28880,83978676
28883,209193781
28885,57866383
28891,27117407
28896,211404615
28900,83851086
28903,153290864
28906,169358223
28907,155997063
28909,85614332
28911,161383225
28912,189658710
28914,251267603
28915,120952837
28916,169353938
28917,146092736
28918,270059336
28922,95440541
28924,105796956
28926,234292025
28927,248255491
28928,181701327
28931,300928439
28940,253006481
28946,207248568
28947,203650036
28958,264198760
28967,241912957
28969,242749386
28971,186022495
28972,249858021
28975,140954425
28976,150128162
28977,297811211
28980,164591420
28981,145904806
28982,84668956
28985,99609673
28988,287943546
28993,109278470
28994,124395695
28995,119410870
28996,295931968
29001,236557903
29004,299523550
29005,99189757
29007,254906420
29009,238773402
29010,121809665
29016,158944454
29032,166858869
29050,199637398
29074,188386352
29077,298505728
29115,297279953
29120,136403318
29122,121360145
29136,90302081
29142,105585767
29144,272820556
29147,208246168
29148,243964103
29149,187492337
29150,295626029
29156,91303257
29157,196799100
29161,154220574
29170,166639984
29171,244485884
29172,184661457
29196,112084902
29197,147147106
29198,185238837
29199,141118871
29200,179377677
29201,191396022
29203,154895569
29205,177154840
29207,296979815
29213,213988015
29217,242506053
29219,199426613
29227,166267643
29229,66211595
29230,156373246
29231,148619573
29238,200524998
29239,117402082
29245,258845881
29249,182469805
29250,196171763
29251,307269300
29256,296188061
29257,125276746
29260,100942835
29262,162512492
29265,148400139
29268,155114757
29277,192598347
29278,136345897
29279,167952671
29280,131995566
29285,93578126
29286,296139952
29288,280721592
29289,155838344
29294,117036229
29295,262474788
29297,102949215
29298,193092714
29299,263079356
29300,271454872
29302,191692022
29303,243998409
29304,305417173
29306,303962685
29307,202329485
29308,191670145
29309,298504348
29312,120141290
29314,144736928
29319,156742049
29327,141027992
29335,112784971
29337,121150146
29338,112694811
29339,301110007
29341,121727972
29344,278209338
29346,118859786
29347,126963965
29348,257064839
29349,295202708
29350,71704418
29353,55906627
29354,200933876
29355,263516648
29356,252099721
29357,150102806
29362,63263519
29363,157070205
29364,213321209
29366,241091767
29367,250642069
29368,108315158
29370,186207856
29371,128995325
29374,258834833
29376,128240584
29377,292936227
29378,113058136
29379,115959445
29385,119350525
29386,165644384
29387,190568643
29389,276101470
29390,138202190
29391,237721133
29393,220918911
29394,168802795
29396,154624403
29398,121255383
29401,155052784
29402,256021017
29403,202160372
29405,174585005
29408,169919297
29409,240149426
29410,82418411
29414,73094226
29415,171830903
29416,90884508
29418,120970326
29422,229111581
29428,176445735
29431,91035793
29432,287270696
29433,298402690
29434,236427707
29435,202011768
29436,202014107
29437,235874009
29438,221657386
29441,258774423
29443,82695118
29446,112919409
29448,142001485
29450,249495968
29454,222689962
29461,215491946
29464,166590150
29466,145052189
29467,114881003
29469,299211913
29473,194893507
29474,244722763
29475,282638848
29477,86635197
29478,214252753
29479,187655755
29484,153028703
29485,140488802
29486,211264421
29487,299950927
29488,249607464
29489,105261470
29492,97634356
29498,197275508
29513,168087108
29514,224355955
29516,205549354
29517,246839897
29518,115325355
29519,196960100
29520,85045079
29524,165565786
29525,183801719
29529,206857830
29534,245775672
29536,256896099
29538,255211217
29539,283473778
29541,177424474
29542,205240425
29543,68963476
29544,187357674
29548,103012052
29551,130290346
29562,266799152
29563,265859320
29565,193129684
29570,217993378
29571,221161433
29573,217289550
29577,83813208
29578,103620349
29582,178883999
29584,96977722
29585,172086978
29586,83751255
29588,271808456
29591,111456195
29592,109271976
29593,135177440
29596,284372650
29597,133231400
29598,255178947
29620,221775355
29621,236950689
29623,23883383
29625,176750719
29632,191566590
29635,222134637
29638,254458836
29640,254055320
29650,177682182
29651,176322943
29652,167632411
29653,218580878
29654,138919253
29656,163137081
29658,110095045
29660,149291366
29664,234838943
29665,149438233
29666,251928689
29670,127706455
29673,148976064
29677,191169296
29678,158813353
29679,247781557
29681,185517910
29684,55143039
29685,175720527
29689,195694153
29690,215518655
29692,111003429
29696,196594918
29701,103373255
29702,74811317
29703,173051184
29704,171452409
29708,181106616
29710,214412158
29711,289524714
29713,238150726
29714,127977081
29718,174103314
29723,227861587
29724,103171339
29729,264929200
29730,302111387
29731,246342023
29732,182734697
29733,257319909
29735,202043465
29736,254101561
29737,204208122
29738,145260456
29739,103805799
29740,226734923
29741,98625085
29746,276285300
29753,30036927
29757,146813551
29758,171932001
29760,90362252
29762,279734186
29763,283498338
29764,140672677
29765,86915561
29767,154281477
29769,173273313
29771,112192991
29772,179214937
29774,114937057
29775,305390769
29778,306358885
29779,302545663
29780,305130721
29782,64394438
29783,97017439
29788,41089194
29790,202598205
29792,181297952
29794,85547059
29797,204829406
29799,215833301
29802,287668512
29813,169061944
29816,131613117
29821,93203004
29822,157003504
29823,109446190
29824,144652370
29829,137732181
29830,239937501
29831,38436635
29832,96536935
29833,101777615
29834,188713427
29837,170275839
29838,244992231
29839,120725512
29840,146796532
29842,244480793
29844,174342589
29845,110209964
29846,73521885
29848,122162211
29849,170535102
29850,218608613
29855,187939552
29857,256212635
29858,206792560
29859,241292839
29860,211684338
29862,114964884
29864,300240653
29865,201022310
29866,95347493
29868,279406744
29870,298508104
29871,286968172
29872,303345566
29874,118066938
29878,308459721
29879,258086009
29880,299312201
29886,181666776
29907,197070285
29910,281552962
29913,186323628
29915,107488920
29919,185435886
29920,89524281
29922,214281367
29924,298666122
29925,123423051
29926,284934852
29932,108011380
29933,183490713
29939,218908889
29944,217289318
29950,193230408
29951,84377525
29952,182020275
29953,163495807
29954,222600281
29955,217852939
29956,147600704
29958,279391666
29959,129339750
29961,240429307
29962,191817434
29968,178242321
29969,292744287
29970,292129258
29978,246258933
29981,200657041
29984,138561124
29985,166124426
29986,152133307
30008,211488557
30009,288651880
30010,249623287
30011,168349102
30012,143289534
30013,134910543
30014,113496097
30015,183841616
30020,113411607
30024,96269099
30025,236476905
30026,161633525
30027,208004844
30028,174991407
30031,107698030
30033,135522355
30035,88492781
30037,140708070
30039,242515341
30048,85853924
30050,196724692
30053,168576745
30056,157887709
30058,162894140
30059,285478986
30060,89012535
30061,278828072
30062,291482664
30063,83806417
30064,163754392
30067,108591170
30070,99659706
30072,235587689
30075,230913442
30076,111003194
30077,201728484
30080,123148033
30082,145839555
30084,298507313
30085,203123715
30087,304037281
30088,307708163
30091,216711993
30095,245438935
30099,307701164
30101,301445962
30106,305303802
30110,192645567
30121,152821827
30122,193131260
30123,163235405
30125,295268274
30131,285085570
30135,53122638
30137,104235320
30138,151817681
30143,63831340
30145,215334587
30147,205253661
30154,221127319
30155,124330988
30157,190420357
30158,154555730
30159,110268154
30160,215832158
30163,200933731
30165,171879643
30167,131061056
30169,308760273
30171,277253312
30173,157939385
30175,178716199
30177,124595910
30178,254497372
30180,188773446
30183,197822805
30184,196578463
30185,210046841
30186,160058529
30188,79626460
30194,301737953
30196,291846968
30200,201974556
30209,229363165
30210,133033659
30211,176894177
30212,199779448
30213,127987714
30214,308101403
30216,299256191
30217,155082814
30218,193279119
30220,216515551
30221,138453978
30225,108327674
30226,135690828
30227,122452753
30230,188699277
30231,109486584
30232,176811312
30235,218600642
30236,147408505
30237,139456215
30239,221961399
30240,197501773
30242,113682800
30243,148959028
30244,222679413
30247,265528868
30248,205462875
30249,289540058
30251,292167220
30252,89618826
30253,121481890
30254,103705957
30255,297730803
30256,176810372
30259,308851621
30260,105934631
30262,181638799
30263,86612326
30265,186126772
30268,129743598
30269,156733822
30273,85395339
30274,101719689
30275,130941814
30276,234348805
30277,89856899
30280,134247395
30283,280539948
30285,188792404
30287,117106617
30291,300248088
30295,138578560
30296,231505005
30297,187520593
30298,207747607
30299,224620377
30300,183813172
30301,190615811
30302,208196373
30307,217795493
30308,288121778
30309,117238061
30310,136789010
30314,225925331
30315,170177311
30316,305580641
30317,149710944
30321,204742217
30324,276520060
30326,103943711
30328,190206592
30333,144737094
30337,167333229
30339,199664148
30342,186294113
30343,206012062
30344,123917008
30345,248910639
30346,138587718
30347,249962199
30348,124258418
30370,99475738
30380,213834257
30382,94334982
30383,133328129
30384,97620507
30422,236419303
30425,143366704
30426,45118807
30430,306167161
30431,101774264
30438,114080968
30440,167374754
30441,300345395
30442,143158466
30444,181819729
30446,246154528
30447,152367732
30448,250796304
30450,169006311
30454,300708628
30455,216535133
30456,228043119
30461,271073348
30466,199243806
30467,118374482
30468,179152437
30472,122782609
30473,303311021
30474,107346948
30477,94698408
30478,242860986
30479,263021912
30480,103559489
30481,235185723
30486,83521481
30495,309181805
30509,196558392
30514,63990035
30522,300187809
30527,27633355
30532,204343807
30534,15495423
30536,219823929
30537,300187751
30538,188629712
30539,174479803
30540,173133960
30543,303525289
30575,236151749
30583,307541221
30592,309052991
30593,301063073
30602,299510506
30604,129364343
30613,297340487
30625,93458820
30626,132277897
30628,168771588
30636,198595210
30646,229568457
30649,91486768
30650,213114902
30651,241141429
30655,192044880
30656,287778700
30659,231775334
30661,278247296
30662,76723339
30666,199231210
30669,256819019
30670,200282141
30671,300516886
30672,239849113
30676,219838359
30677,181894864
30678,87000540
30684,242935099
30690,229794682
30693,198309472
30705,38950395
30713,188661370
30722,188266554
30741,106956838
30743,255330237
30750,124723151
30751,212660921
30754,105632759
30755,82938274
30760,130303679
30774,172364852
30794,195105416
30796,132044394
30798,250577484
30799,142552066
30803,163415496
30804,130678525
30805,139806634
30807,301555716
30808,144455775
30810,122486775
30812,51051260
30813,149365029
30816,250861433
30817,177395292
30832,187795034
30834,178863914
30837,199662019
30842,109673465
30845,185259386
30849,210339458
30862,149455125
30863,153556435
30864,183552117
30865,141918091
30867,152851917
30869,245168247
30870,233069119
30871,299875252
30873,96405427
30878,282358910
30881,188340440
30890,170989668
30891,85358812
30892,287880344
30893,212811599
30894,125552489
30895,172145195
30896,99329811
30897,191365887
30898,128784125
30901,274693664
30903,149860301
30904,2039434
30906,127603833
30907,42020116
30908,96232797
30909,102254281
30910,82512087
30911,137949393
30917,91250489
30918,156778965
30920,304353788
30921,224396593
30923,195999024
30925,135812174
30936,256276021
30939,35606448
30950,231255153
30954,231122258
30955,203459103
30958,292737214
30959,167759366
30961,266845800
30962,215409870
30963,185480581
30964,189262327
30965,217728407
30967,199046946
30968,301099545
30969,194672513
30970,158136134
30971,187653547
30972,241065891
30973,160653177
30974,105024602
30975,102327684
30978,128135895
30979,134127685
30981,90195299
30982,194812058
30983,154083425
30984,116831920
30987,152291766
30988,191019302
30989,87725878
30991,165480423
30992,304265629
30993,207347046
30994,131963274
30995,173046677
30996,125255679
31000,18074031
31001,89479298
31005,201026570
31007,186648598
31011,217472465
31013,249735744
31016,157899889
31017,163308692
31018,130057540
31022,186145192
31023,175290236
31029,172877288
31030,182175885
31034,102343357
31036,90169163
31037,193304011
31059,141682250
31062,280832360
31063,176796706
31064,270787620
31065,265337884
31066,211159862
31070,130315685
31072,48603188
31081,179418535
31082,147619675
31083,162321309
31084,147283870
31085,276186966
31086,88246304
31087,105938590
31088,125246281
31089,206846798
31090,110903956
31091,128608678
31106,218914514
31117,171315014
31126,293422780
31131,293758845
31158,162652854
31159,58013959
31160,118693656
31161,86374423
31162,71952079
31163,238933757
31164,109393227
31165,158237531
31167,152850905
31168,243428923
31174,195943868
31175,192955397
31177,83999409
31179,99499409
31180,184885148
31183,141023389
31184,202764759
31187,79309149
31192,111804259
31193,206997101
31194,144626100
31195,132116602
31196,202480747
31197,177018855
31198,136253839
31200,110304379
31203,112613985
31205,242309800
31206,165793116
31207,93209414
31208,236864282
31210,190466640
31212,259603495
31213,101756948
31217,279638854
31220,94994519
31221,96795319
31222,88659639
31224,174689200
31229,168355787
31232,250357493
31233,98361644
31235,98244166
31237,191760370
31239,143449478
31240,270843172
31241,163386409
31242,144153802
31243,118447144
31244,187278414
31247,174522735
31248,139013624
31249,167418588
31250,176554603
31251,170280436
31252,176238477
31253,143917036
31254,155909277
31256,152476584
31259,219262025
31268,279329852
31269,50500338
31271,119228046
31273,122064686
31276,191933539
31277,186194652
31278,121989214
31280,194481709
31282,171049445
31285,191115240
31287,276467194
31293,279523978
31294,114730998
31295,180618704
31296,129522238
31297,116637302
31301,101138714
31302,197724494
31307,250585628
31308,303315809
31309,170178539
31310,128236624
31313,252895155
31315,100616360
31318,194544287
31325,247531299
31326,109763455
31331,116409449
31332,174696597
31333,309138595
31334,251956525
31338,108771877
31341,89450291
31343,224033250
31345,93697357
31347,164454723
31360,238821887
31361,230924351
31366,170853969
31367,132353043
31370,88220400
31374,111419019
31377,175358288
31382,84686973
31383,183099734
31384,307288211
31385,215492814
31386,63702300
31387,86831093
31388,163813292
31389,150910680
31390,228596299
31391,296514965
31392,170932173
31394,111368209
31395,281168230
31396,105949816
31398,182454639
31399,101902528
31400,84414029
31401,105741405
31402,238311629
31403,103523221
31404,88762385
31410,125851854
31416,271646756
31417,117469505
31419,298954577
31422,141749157
31423,240332107
31425,119829710
31427,201895745
31428,192531211
31430,119675419
31433,277921358
31434,223253799
31436,184800550
31437,114297316
31438,185843291
31440,84095423
31441,94962660
31442,88612445
31443,163294758
31444,241725931
31449,116968417
31450,307750400
31461,107708102
31463,103890656
31464,95817961
31465,275798890
31466,38736263
31467,281549566
31469,214291946
31471,150395329
31472,259611075
31474,136836233
31477,239260834
31478,137797636
31479,123670509
31481,179802416
31482,174445146
31483,212491485
31484,138690776
31485,217554887
31487,303832667
31488,262894372
31489,215708631
31491,166478332
31492,309058572
31493,176677454
31500,225379182
31502,103235293
31505,303322239
31513,131539267
31525,187462398
31532,106859813
31536,223634790
31538,101304417
31541,107097425
31544,146003284
31548,240805337
31549,309262440
31552,204198891
31555,139240080
31558,217391754
31559,247003548
31561,88472012
31562,207869089
31565,173644000
31566,185929621
31567,162258000
31568,287336000
31569,163815861
31570,194969717
31571,166841848
31574,229375507
31576,41088397
31579,221443125
31581,273539240
31582,202139066
31583,253521545
31584,139115643
31585,240145967
31586,174654947
31588,186096460
31590,182922389
31591,213560822
31592,215776525
31593,259931116
31594,279157418
31596,297262910
31597,242493288
31598,208189013
31599,190598972
31602,99384490
31603,93345965
31604,241903800
31606,189441775
31607,86310154
31611,156145362
31614,83411030
31615,71926373
31616,103840115
31617,184648711
31618,156763142
31619,191603262
31620,161671285
31622,140282974
31623,141288012
31624,199288821
31626,259436224
31627,236779629
31628,102799966
31629,177998646
31631,106925576
31633,128287411
31635,294256282
31636,150974633
31638,198799464
31640,211310294
31641,173717751
31642,223829418
31645,300620379
31654,308238255
31656,180922178
31657,109660238
31658,191731084
31662,125153273
31663,207077290
31664,138691112
31666,216158727
31667,148288759
31668,233428283
31669,160364257
31670,232048969
31671,255539801
31672,193083287
31674,268551184
31675,14551726
31676,96144791
31677,114447625
31679,114231279
31680,84853093
31686,164319839
31688,194820693
31689,277967574
31690,303665569
31691,225547899
31693,308638385
31695,203058502
31713,247937621
31714,291070006
31717,239744970
31750,178418547
31751,206214102
31756,48718309
31760,216059509
31766,191802069
31767,97366087
31768,178233300
31769,78051467
31771,237581229
31772,290081808
31773,143788323
31774,218785457
31775,299980746
31776,166564620
31778,184599047
31779,298466854
31780,135951168
31784,250231163
31785,186611336
31786,215413462
31788,176551599
31790,242713376
31793,280096578
31794,193923021
31796,245323483
31798,50487226
31800,124709414
31811,85333773
31812,115290202
31826,179022513
31827,153431729
31830,155036762
31834,47524459
31840,135698781
31843,301776008
31845,303854541
31846,180394356
31849,267235316
31851,102539470
31869,248679217
31873,254924405
31876,308468736
31885,289193172
31887,297620161
31888,252728747
31889,99701966
31893,301201297
31905,194680258
31909,259402641
31932,306298588
31950,259403281
31963,104587115
31980,68530075
31987,77261379
32003,151042957
32008,67530228
32012,76894278
32017,75988937
32025,67694014
32029,113794086
32038,68828361
32043,34384042
32051,73946533
32070,68414134
32077,208467850
32086,68017342
32087,207365563
32095,108758176
32114,64315060
32121,76933274
32125,211270134
32134,65421540
32158,260048725
32162,186924471
32163,303846149
32191,68025732
32200,76881558
32210,77794924
32217,68736721
