,userid
37478,228314669
37479,199336988
37480,295363571
37481,202557205
37483,101447015
37484,234449643
37485,173002032
37486,151058601
37487,189649899
37488,123122821
37489,252386228
37491,211054311
37492,175806506
37493,147340721
37494,221702697
37496,139388319
37497,238698018
37498,296285114
37499,195814783
37500,143127924
37502,178224490
37503,279204362
37504,240157419
37505,238285173
37507,248155783
37508,183170604
37509,237281095
37510,283482222
37511,231191282
37512,238625455
37513,68540434
37514,171665006
37515,220302789
37516,231190223
37517,285704870
37518,186452942
37519,257299708
37523,230967602
37524,113530439
37526,233692859
37527,149820947
37528,160430559
37529,118236431
37530,248364783
37531,165130273
37535,158195187
37537,248200343
37538,258868457
37539,106472745
37540,297492378
37541,228766741
37542,253675435
37545,176855190
37549,268474336
37550,192839333
37553,252932627
37554,161601485
37555,172623126
37556,186863874
37557,241842320
37559,140372243
37562,266132392
37563,172699566
37566,190774375
37567,122552077
37568,303413869
37569,206232608
37570,97604502
37572,152485214
37573,152934929
37575,183531966
37577,164865114
37578,145840451
37579,301910202
37581,163360656
37585,302442858
37586,190654528
37587,181156459
37588,284769694
37589,145710414
37590,249543309
37592,167460926
37593,217660785
37594,173256445
37595,206436717
37596,154374262
37598,142794497
37599,100895530
37601,189424582
37602,302387415
37603,111575581
37604,177050329
37605,294255087
37606,84824859
37607,210824241
37608,231472933
37609,277283114
37610,182822996
37611,147064019
37612,242914933
37613,228063098
37614,259057827
37615,259953528
37616,138455695
37617,174357608
37618,254205257
37623,136705294
37624,223586930
37626,178730299
37627,297089707
37628,146230543
37630,198350044
37631,297022016
37632,171087166
37633,195130514
37634,222642374
37636,175063109
37637,254544187
37639,303486706
37640,158923194
37643,284189098
37645,250981937
37646,228515687
37664,221999937
37670,205983773
37675,297554632
37676,302563555
37678,162763644
37679,198019368
37680,152793135
37681,247544697
37682,170264961
37683,223133463
37684,302004137
37686,296106225
37688,220808791
37689,254095448
37690,182548589
37692,271886944
37693,167608965
37694,206701226
37695,138375115
37696,253549183
37699,289428854
37700,163558271
37701,160725611
37702,119670302
37703,229203462
37704,191792074
37706,114244707
37707,231469827
37708,193012627
37709,187937296
37711,180763362
37713,131237387
37714,211088737
37715,160310816
37717,130581074
37720,191857652
37721,176771895
37723,245816621
37725,162844395
37726,212519365
37727,139122042
37728,266885016
37729,147440059
37730,178675666
37731,144515751
37732,129910954
37734,202700286
37736,197666345
37737,181112485
37739,237012219
37742,297925945
37743,155242980
37744,248899637
37745,156382881
37747,201763859
37751,308305300
37765,298902962
37776,304236660
37794,301432974
37803,252507011
37808,293204747
37850,250562791
37861,125718913
37865,246819283
37878,303320631
37889,181857096
37898,138412880
37899,228170321
37900,183300822
37901,242896221
37902,170473291
37903,162999869
37904,298913000
37905,170527593
37906,178893007
37907,135540095
37908,201743677
37909,123245831
37910,237468202
37911,259268105
37913,309824202
37915,259791209
37924,213406926
37925,172318605
37926,180955576
37928,286095646
37929,156312176
37931,273544140
37933,244878837
37935,144737312
37936,171874166
37938,178915960
37940,140065934
37943,214736709
37944,101487265
37946,156458299
37947,139854220
37948,163861892
37949,202340310
37950,283975164
37951,294281624
37952,149122593
37953,229095219
37954,266888336
37956,153164320
37957,259330363
37959,286545176
37961,255467165
37963,143734410
37964,131730206
37983,307674833
37985,248769067
38002,302328584
38021,298504730
38043,193056678
38044,234298807
38046,221548709
38047,300658566
38048,144516443
38049,143381893
38050,215060251
38051,249652084
38052,267564972
38053,300254785
38054,148073435
38055,78339000
38056,228039903
38058,194664022
38060,181308056
38069,219677174
38073,192168270
38074,197705483
38077,240206639
38078,191285966
38080,304312065
38081,251093449
38082,163296745
38083,212834407
38084,160065494
38085,203377807
38086,117210908
38088,133676441
38089,201761030
38091,281657804
38092,138963130
38093,206588234
38094,232021495
38095,128491811
38096,203813088
38097,216857326
38098,221773178
38100,291880806
38101,56413349
38102,195484725
38103,139236825
38104,301478904
38105,149451413
38106,199075040
38108,94690589
38109,295480706
38110,163769277
38111,201713909
38130,217611749
38185,102687513
38186,281082462
38210,242473079
38230,221823551
38239,285536388
38243,282290070
38257,253111169
38258,200012511
38277,175526319
38278,205751714
38279,150225672
38281,168828396
38282,170845790
38283,234526381
38286,122274197
38287,151330875
38288,245255545
38325,246925775
38328,187374370
38329,180743752
38330,188241866
38331,165842250
38341,97474440
38358,207590964
38394,254382323
38402,220048685
38404,240400609
38405,136520135
38408,260729536
38409,219554846
38410,138655214
38411,242300881
38412,198071235
38414,292196792
38415,268935456
38417,282923824
38418,285545510
38419,149832495
38420,236054259
38421,155471453
38422,203746661
38423,136341868
38424,237036035
38426,149081421
38427,145078067
38428,196086652
38430,219780322
38432,189429276
38433,218215123
38434,198741200
38436,294250383
38442,293378273
38443,120698121
38444,290334662
38448,292976473
38451,151331732
38455,145670348
38456,225851590
38457,230213922
38458,135329995
38460,138080934
38461,203422894
38462,281579960
38463,144144570
38464,205636324
38468,150720815
38469,210725110
38470,175430751
38471,234758647
38519,188803925
38541,93212858
38561,255511589
38617,175612514
38618,196437409
38620,166811621
38621,154527422
38622,190961031
38637,260132853
38638,139769742
38639,108183518
38642,186139058
38643,178290786
38644,163043651
38645,166747492
38647,138483324
38650,193442134
38652,286468828
38653,288449536
38658,215508170
38660,172437595
38661,175270022
38662,126074325
38663,239235805
38664,189451813
38665,217368291
38669,242094123
38670,152302676
38672,193494703
38673,222319850
38675,238466173
38678,170384573
38680,162179898
38681,192436140
38682,303300985
38684,207406826
38685,260686668
38687,218952383
38688,115275499
38689,216189719
38690,179014686
38692,160550083
38695,191507469
38698,138656604
38699,246303844
38700,203745259
38701,181840406
38702,206398775
38703,163662283
38704,144565105
38706,295708462
38707,304497842
38710,153026960
38711,178007464
38713,277003854
38714,212310741
38715,299364834
38716,192264666
38718,128478373
38719,234559223
38720,139396034
38721,300089223
38722,136913396
38723,141566602
38725,242469861
38726,168925642
38728,225245513
38729,164699741
38730,206696458
38732,309038666
38733,186597710
38735,152082114
38737,207270682
38740,136778642
38741,186305384
38742,181118785
38744,221083006
38745,196862501
38747,167360036
38748,285380840
38750,141693292
38751,161444156
38752,148860618
38753,200491490
38754,208491021
38755,237554603
38756,299776839
38757,299489226
38758,149053502
38759,302553338
38760,204495708
38761,180534642
38763,206807160
38764,241348923
38765,180622295
38766,180048039
38768,204813749
38769,199535718
38770,150396347
38772,148576413
38773,270169680
38774,202017729
38775,234770287
38776,236911498
38777,236245395
38778,65394447
38779,225376053
38781,221257958
38782,228512803
38783,278609462
38784,279603258
38785,146326949
38786,143137329
38787,259829971
38788,188226310
38791,233865573
38792,254331853
38793,284863484
38794,293881991
38799,149689548
38800,204703234
38801,178117765
38802,172195770
38803,195840346
38804,241524841
38806,138460230
38807,242836440
38809,292158722
38810,120143206
38811,229312905
38812,249480143
38813,199693744
38814,132800758
38816,242866563
38817,186814006
38818,182929175
38819,138259286
38821,171911285
38823,211357825
38824,123546767
38825,247219864
38826,279203738
38827,252200924
38828,162654590
38833,233595859
38838,281216836
38840,245350724
38841,216931933
38843,250378500
38844,199047757
38847,144276946
38848,193471217
38849,163961414
38850,186885794
38851,147251779
38852,239611310
38853,194842424
38854,120639809
38855,222035871
38856,228706143
38857,296917506
38858,221695617
38859,86978692
38860,181373107
38862,156859477
38864,273817824
38866,200560312
38868,200345112
38869,274410276
38870,286445618
38871,205532682
38872,257491997
38873,156156544
38874,197765864
38875,165523661
38876,237298602
38878,186450119
38879,233648242
38880,182621430
38881,303090541
38882,253622624
38883,102838001
38884,141246626
38885,166242802
38886,202140315
38888,293002110
38889,298478157
38890,196894502
38891,214276866
38892,165020079
38893,202600291
38894,202585832
38895,237388314
38896,82792464
38897,138242360
38900,206597662
38902,170176187
38903,199134746
38905,171918937
38906,183054457
38909,204296172
38910,152476201
38911,251410133
38912,296625428
38913,255927683
38916,201109162
38917,183450002
38918,216598286
38919,303750703
38921,242065029
38923,104321718
38924,197293332
38926,256202715
38927,174624794
38928,249583916
38929,248028481
38930,135872798
38932,293714430
38933,189106314
38934,202337908
38935,138674360
38938,135057976
38939,234041171
38941,167587171
38943,282733934
38944,309107542
38945,274420728
38946,147149544
38947,233983451
38948,176949398
38950,162692942
38952,242136569
38954,172116118
38955,238002125
38956,248561888
38958,214169647
38959,204748501
38960,221958385
38961,164399809
38962,171057893
38963,175820566
38965,298614625
38966,303465665
38967,196179331
38969,169808233
38970,239497677
38971,126567484
38972,141108138
38974,178491818
38975,295442416
38976,288164462
38978,175554658
38979,188631532
38980,203950540
38981,291129250
38982,177286649
38983,229022162
38984,212422375
38985,168069262
38986,164370352
38987,234017477
38988,132286953
38989,136053642
38990,182737466
38991,279464634
38992,203414979
38993,257110911
38996,142967660
38997,203401879
38998,301087793
38999,224547146
39000,284999400
39003,145620149
39004,214299751
39005,200817099
39006,296141368
39008,251973400
39009,143671754
39011,166926880
39012,301610122
39014,249112299
39016,125324040
39017,249025556
39018,193774881
39021,309213952
39022,118446513
39023,119906029
39024,221744925
39025,109338714
39027,185974015
39028,162962869
39029,307901099
39030,114439892
39031,145929178
39032,278222242
39033,161084061
39034,111728146
39035,279637570
39037,207641091
39038,198913824
39039,260499716
39040,195406396
39041,203729080
39042,205804636
39044,189866742
39045,89623082
39046,244706504
39047,242250632
39048,132917640
39049,239583217
39050,224282935
39051,141156585
39052,130062637
39053,172417199
39054,245504972
39084,184003742
39112,282945740
39116,198314976
39123,278099058
39139,90815028
39145,304403687
39147,302160412
39148,235032362
39149,156689404
39150,242378304
39151,234522038
39154,296883501
39170,209340839
39193,303906239
39194,261337836
39196,130553575
39197,197467350
39198,206086186
39199,133547462
39200,287084934
39204,300078123
39206,236466534
39210,283853460
39212,276118496
39216,198794630
39221,284164106
39226,249154795
39235,203332508
39245,249408651
39259,205731112
39269,175711893
39270,227191434
39271,108575170
39272,156343742
39273,296449198
39274,222986054
39275,140223606
39276,179518925
39278,146841726
39279,184250682
39281,198744602
39284,152929009
39285,293349681
39286,302742986
39287,155858528
39288,258648395
39289,195436818
39290,144731554
39292,192609869
39293,219095735
39295,197656011
39296,286394356
39297,188425099
39300,282599048
39301,124975432
39302,276820640
39304,127058155
39305,284165884
39308,244163929
39310,105511340
39311,277782286
39313,148413660
39314,232099107
39317,221379737
39318,282533716
39319,193226877
39320,168401940
39321,231420711
39323,257518188
39324,173447731
39325,127218796
39326,307639284
39327,194506370
39329,136291039
39330,199466958
39331,235290543
39332,153390095
39333,286657812
39334,250955812
39335,239138885
39337,204702638
39338,179279152
39339,279316312
39340,218478781
39344,173909336
39351,200321746
39353,300729671
39354,298367684
39355,304788598
39356,122471552
39361,192341303
39373,29915651
39377,181262663
39378,141012357
39380,301935887
39381,118888110
39382,262014680
39383,124003951
39384,218089327
39386,139393793
39387,282567672
39388,298768275
39389,161062314
39390,235946178
39391,246660193
39392,181586458
39393,154316707
39394,139763487
39396,246332545
39397,216924034
39398,220307007
39399,113820072
39400,157362930
39402,230016618
39403,297246490
39404,176096951
39405,117529891
39406,199955973
39407,141566597
39408,277779002
39410,190517373
39411,167903990
39412,183099723
39414,275529528
39421,281324958
39469,298346862
39486,238640566
39492,235349841
39502,201367497
39518,196446810
39565,264496864
39594,259420989
39596,289573026
39632,294424417
39649,226357303
39664,238378861
39701,236775073
39726,292917073
39733,234950941
39758,205329032
39782,213307502
39784,253814117
39882,239659002
39916,261281192
39934,183089914
39942,244758115
39954,209608167
39986,303010440
40035,225706303
40063,192052864
40064,297136903
40092,303789257
40098,188727235
40121,285537912
40148,219035059
40151,272404736
40162,257377008
40215,88290913
40216,128934005
40247,196171528
40253,292422780
40264,232864591
40270,186010200
40281,273828592
40287,188144733
40288,268252196
40295,232678951
40305,203211230
40325,218071326
40336,256606025
40353,207399776
40356,294864233
40357,140596673
40358,167129487
40360,279290604
40362,275935324
40363,255473549
40364,102376253
40365,220428551
40367,184444733
40368,179902428
40369,235322374
40370,151213607
40371,188284694
40372,266416340
40374,230275942
40376,188533496
40378,213506795
40380,296207877
40381,152701541
40382,113399673
40383,211059621
40385,166554789
40389,145672760
40391,236026990
40392,186523896
40394,200190961
40395,165510738
40397,178228113
40399,201977954
40400,196816850
40401,221901510
40402,60820884
40403,250977044
40404,156021358
40407,195311349
40408,129922806
40409,160819372
40411,182470295
40412,145202608
40414,158799099
40416,146785235
40417,150828477
40418,308114190
40419,131360546
40420,303870889
40421,188469466
40422,257056644
40423,295073214
40424,146584740
40426,213359499
40427,145980974
40428,282532526
40429,165130491
40432,156904436
40433,48063019
40434,217681801
40435,149310293
40436,191320556
40437,145050295
40438,198381433
40439,166119884
40441,182175005
40442,296676579
40444,200714421
40446,157628719
40447,207124179
40448,212289859
40450,267901212
40454,156270296
40456,229643946
40457,147619919
40458,142256500
40459,184524833
40460,147120267
40461,187928878
40462,140493636
40463,163533808
40465,20914736
40466,231959681
40467,206512772
40468,298088734
40469,182352880
40470,114167965
40471,242343035
40472,280976178
40473,240277855
40474,183593307
40476,182780973
40477,196543616
40478,303398143
40480,171594027
40482,168667709
40483,132111476
40485,226704675
40486,292326196
40487,149541004
40490,206326595
40491,215879414
40492,135505928
40493,134448504
40494,144024725
40496,189596415
40497,141737874
40501,296153709
40504,128536244
40505,242039522
40506,266279128
40507,146116064
40508,139746888
40509,298447605
40511,180599430
40512,128430362
40513,166051525
40514,222125122
40515,125145239
40516,294169103
40519,138818276
40520,165071607
40521,300899222
40522,173179969
40523,204304907
40524,216417218
40526,258503400
40527,150370754
40529,253502799
40530,167385563
40531,168135178
40532,236282125
40534,296463465
40535,139832829
40552,273163848
40553,223798950
40569,302573478
40570,129478920
40571,235898222
40574,220999682
40575,136190090
40576,195442852
40577,180064841
40578,274538592
40579,293288238
40580,249804337
40581,260140697
40582,190687978
40584,193456517
40588,186786074
40589,117720079
40590,220617471
40591,219229413
40592,211240306
40593,285596456
40594,175959715
40595,245910880
40596,152137140
40599,184182861
40600,257278221
40601,167206594
40602,176215721
40603,238607775
40604,247466533
40605,199931153
40606,195354965
40608,212949727
40609,92103372
40611,192182310
40612,181716896
40613,209161162
40614,154208464
40615,156617310
40616,184797043
40617,150457019
40619,280527612
40620,93269664
40621,298452474
40622,126402145
40623,170775754
40624,154174570
40627,243783947
40628,222182106
40629,141103096
40631,204986955
40632,234912279
40634,199727985
40635,290502496
40636,186644269
40637,182329183
40638,170528231
40640,266972568
40645,176024097
40646,308178753
40647,143006890
40648,211363681
40653,222042345
40654,166234554
40655,242985754
40656,212790797
40657,234785523
40658,137623071
40659,172386568
40662,198901867
40663,130247011
40664,155818761
40665,247951379
40666,302089220
40667,173194267
40668,249871404
40670,236191066
40671,135929781
40672,194993610
40673,298381887
40675,184173132
40676,116000122
40677,147764275
40682,304395604
40683,119556235
40684,162735255
40685,149711127
40686,229405602
40688,130758906
40689,152567497
40690,149150848
40691,242351732
40692,150903970
40693,290225336
40694,182592900
40697,220306050
40698,157906181
40699,235358002
40700,189020294
40701,197987776
40702,149233338
40703,166547657
40705,224352019
40706,192109670
40708,300759788
40710,145027235
40711,154330480
40713,179001573
40714,175738505
40715,304251785
40718,252675449
40719,142044216
40721,114431673
40722,241206497
40723,174607800
40724,185907866
40725,187477041
40726,211157562
40730,232082615
40731,185826453
40732,295171886
40733,246883819
40735,206414060
40736,179822216
40737,222642626
40738,210700279
40739,186347003
40740,151133200
40741,192134691
40743,300806786
40745,251287156
40746,237083653
40747,246650796
40748,155283245
40749,133169378
40750,139181289
40752,191937457
40753,300892049
40755,204252372
40757,100353577
40758,304674551
40759,192482286
40760,193693887
40761,218405343
40762,206764959
40763,165526290
40764,219593982
40765,239211065
40766,210921698
40768,101777863
40769,171107070
40770,167002074
40772,168688983
40773,197458771
40775,280497428
40776,145834524
40777,259878911
40778,243306369
40779,185218619
40780,131311166
40782,227936170
40783,136561410
40787,110104315
40788,299450273
40789,270341392
40790,165382705
40791,169815221
40792,122319388
40793,281041560
40795,250375228
40796,270228556
40798,280567820
40799,161964288
40800,177446373
40801,112999066
40802,151724188
40803,165210999
40804,282502466
40805,247741393
40806,209120214
40807,190861612
40809,176453461
40811,293714386
40813,224586627
40814,140492549
40815,143669519
40816,179560117
40817,161408431
40819,218448119
40820,305037794
40821,278136010
40823,240278903
40824,153772705
40826,47332601
40828,206510641
40829,158866144
40831,153828204
40834,129862640
40835,235105105
40836,290864164
40837,113835971
40838,220157121
40839,158693714
40840,149386510
40843,308165484
40846,129762577
40847,173469318
40849,207515194
40850,168082750
40851,204412693
40852,186762233
40853,161504500
40854,255027745
40855,241929529
40856,280609756
40857,180063157
40858,263454788
40859,157047851
40860,173841416
40861,245023643
40863,299037840
40866,184493955
40867,239318205
40868,118360669
40869,101240143
40870,139074732
40872,205633878
40873,163073929
40874,129647095
40875,245352892
40876,211899679
40877,309903146
40878,215022297
40880,268934736
40881,179798677
40885,281437808
40886,185484994
40887,251085489
40888,171900219
40890,186090773
40892,259311761
40893,171893056
40894,137075650
40895,166899607
40899,140337149
40902,302437973
40904,207510132
40906,256297825
40907,308406683
40909,146704328
40913,157104680
40914,158447093
40915,198584696
40916,147795278
40917,300757930
40920,146979551
40922,260813316
40923,247828143
40924,217539381
40925,288385496
40926,194800299
40927,160649706
40929,155752052
40931,213523850
40933,307705649
40936,238410719
40959,274048748
40967,257820973
40994,242233654
40995,259554515
41023,184794116
41027,58724834
41036,243536793
41039,167874227
41045,285972122
41081,304062371
41114,284701762
41116,178236087
41117,198286263
41118,251884888
41119,203631881
41121,133964193
41123,76243637
41124,235469862
41125,138906315
41126,235227013
41127,294924069
41128,127947215
41140,259053705
41147,298417849
41199,301243329
41203,259994621
